Idx,Specie,File,Validation,Suggested Specie,Comment
638,Whistle,channelA_2025-03-13_18-26-48_994_999_0.86.WAV,-1,,
639,Whistle,channelA_2025-03-13_18-48-39_1033_1038_0.84.WAV,-1,,
640,Whistle,channelA_2025-03-13_18-48-39_1036_1041_0.63.WAV,-1,,
641,Whistle,channelA_2025-03-13_18-48-39_1042_1047_0.5.WAV,-1,,
642,Whistle,channelA_2025-03-13_18-48-39_1111_1116_0.59.WAV,-1,,
643,Whistle,channelA_2025-03-13_18-48-39_1114_1119_0.56.WAV,-1,,
644,Whistle,channelA_2025-03-13_18-48-39_1138_1143_0.76.WAV,-1,,
645,Whistle,channelA_2025-03-13_18-48-39_1165_1170_0.63.WAV,-1,,
646,Whistle,channelA_2025-03-13_18-48-39_1168_1173_0.93.WAV,-1,,
647,Whistle,channelA_2025-03-13_18-48-39_1171_1176_0.59.WAV,-1,,
648,Whistle,channelA_2025-03-13_18-48-39_1174_1179_0.82.WAV,-1,,
649,Whistle,channelA_2025-03-13_18-48-39_13_18_0.7.WAV,-1,,
650,Whistle,channelA_2025-03-13_18-48-39_142_147_0.55.WAV,-1,,
651,Whistle,channelA_2025-03-13_18-48-39_559_564_0.51.WAV,-1,,
652,Whistle,channelA_2025-03-13_18-48-39_619_624_0.71.WAV,-1,,
653,Whistle,channelA_2025-03-13_18-48-39_70_75_0.6.WAV,-1,,
654,Whistle,channelA_2025-03-13_18-48-39_721_726_0.83.WAV,-1,,
655,Whistle,channelA_2025-03-13_18-48-39_946_951_0.61.WAV,-1,,
656,Whistle,channelA_2025-03-13_18-48-39_949_954_0.66.WAV,-1,,
657,Whistle,channelA_2025-03-13_18-48-39_952_957_0.61.WAV,-1,,
658,Whistle,channelA_2025-03-13_18-48-39_979_984_0.58.WAV,-1,,
659,Whistle,channelA_2025-03-13_18-48-39_988_993_0.54.WAV,-1,,
660,Whistle,channelA_2025-03-13_19-10-30_1075_1080_0.53.WAV,-1,,
661,Whistle,channelA_2025-03-13_19-10-30_1189_1194_0.88.WAV,-1,,
662,Whistle,channelA_2025-03-13_19-10-30_154_159_0.81.WAV,-1,,
663,Whistle,channelA_2025-03-13_19-10-30_175_180_0.58.WAV,-1,,
664,Whistle,channelA_2025-03-13_19-10-30_286_291_0.55.WAV,-1,,
665,Whistle,channelA_2025-03-13_19-10-30_349_354_0.74.WAV,-1,,
666,Whistle,channelA_2025-03-13_19-10-30_484_489_0.54.WAV,-1,,
667,Whistle,channelA_2025-03-13_19-10-30_568_573_0.89.WAV,-1,,
668,Whistle,channelA_2025-03-13_19-10-30_610_615_0.75.WAV,-1,,
669,Whistle,channelA_2025-03-13_19-10-30_661_666_0.56.WAV,-1,,
670,Whistle,channelA_2025-03-13_19-10-30_673_678_0.52.WAV,-1,,
671,Whistle,channelA_2025-03-13_19-32-20_1003_1008_0.67.WAV,-1,,
672,Whistle,channelA_2025-03-13_19-32-20_1042_1047_0.62.WAV,-1,,
673,Whistle,channelA_2025-03-13_19-32-20_1189_1194_0.7.WAV,-1,,
674,Whistle,channelA_2025-03-13_19-32-20_1270_1275_0.66.WAV,-1,,
675,Whistle,channelA_2025-03-13_19-32-20_475_480_0.77.WAV,-1,,
676,Whistle,channelA_2025-03-13_19-32-20_829_834_0.59.WAV,-1,,
677,Whistle,channelA_2025-03-13_19-32-20_913_918_0.5.WAV,-1,,
678,Whistle,channelA_2025-03-13_19-54-11_1090_1095_0.67.WAV,-1,,
679,Whistle,channelA_2025-03-13_19-54-11_109_114_0.64.WAV,-1,,
680,Whistle,channelA_2025-03-13_19-54-11_112_117_0.89.WAV,-1,,
681,Whistle,channelA_2025-03-13_19-54-11_130_135_0.64.WAV,-1,,
682,Whistle,channelA_2025-03-13_19-54-11_139_144_0.59.WAV,-1,,
683,Whistle,channelA_2025-03-13_19-54-11_247_252_0.73.WAV,-1,,
684,Whistle,channelA_2025-03-13_19-54-11_250_255_0.56.WAV,-1,,
685,Whistle,channelA_2025-03-13_19-54-11_259_264_0.6.WAV,-1,,
686,Whistle,channelA_2025-03-13_19-54-11_262_267_0.55.WAV,-1,,
687,Whistle,channelA_2025-03-13_19-54-11_370_375_0.88.WAV,-1,,
688,Whistle,channelA_2025-03-13_19-54-11_373_378_0.78.WAV,-1,,
689,Whistle,channelA_2025-03-13_19-54-11_376_381_0.64.WAV,-1,,
690,Whistle,channelA_2025-03-13_19-54-11_379_384_0.52.WAV,-1,,
691,Whistle,channelA_2025-03-13_19-54-11_382_387_0.8.WAV,-1,,
692,Whistle,channelA_2025-03-13_19-54-11_385_390_0.8.WAV,-1,,
693,Whistle,channelA_2025-03-13_19-54-11_388_393_0.74.WAV,-1,,
694,Whistle,channelA_2025-03-13_19-54-11_451_456_0.93.WAV,-1,,
695,Whistle,channelA_2025-03-13_19-54-11_538_543_0.59.WAV,-1,,
696,Whistle,channelA_2025-03-13_19-54-11_658_663_0.62.WAV,-1,,
697,Whistle,channelA_2025-03-13_19-54-11_79_84_0.71.WAV,-1,,
698,Whistle,channelA_2025-03-13_19-54-11_82_87_0.73.WAV,-1,,
699,Whistle,channelA_2025-03-13_19-54-11_85_90_0.83.WAV,-1,,
700,Whistle,channelA_2025-03-13_20-59-44_415_420_0.55.WAV,-1,,
701,Whistle,channelA_2025-03-13_21-43-26_175_180_0.94.WAV,-1,,
702,Whistle,channelA_2025-03-13_21-43-26_412_417_0.81.WAV,-1,,
703,Whistle,channelA_2025-03-13_21-43-26_517_522_0.55.WAV,-1,,
704,Whistle,channelA_2025-03-13_22-48-59_847_852_0.6.WAV,-1,,
705,Whistle,channelA_2025-03-13_23-32-41_1252_1257_0.5.WAV,0,Ferry,
706,Whistle,channelA_2025-03-14_02-05-38_919_924_0.69.WAV,-1,,
707,Whistle,channelA_2025-03-14_02-05-38_925_930_0.71.WAV,-1,,
708,Whistle,channelA_2025-03-14_02-49-20_889_894_0.68.WAV,-1,,
709,Whistle,channelA_2025-03-14_03-11-11_1084_1089_0.71.WAV,-1,,
710,Whistle,channelA_2025-03-14_03-11-11_316_321_0.92.WAV,-1,,
711,Whistle,channelA_2025-03-14_03-33-02_193_198_0.54.WAV,-1,,
712,Whistle,channelA_2025-03-14_03-33-02_349_354_0.59.WAV,-1,,
713,Whistle,channelA_2025-03-14_03-33-02_688_693_0.84.WAV,-1,,
714,Whistle,channelA_2025-03-14_03-33-02_889_894_0.7.WAV,-1,,
715,Whistle,channelA_2025-03-14_03-33-02_991_996_0.51.WAV,-1,,
716,Whistle,channelA_2025-03-14_03-54-53_10_15_0.62.WAV,-1,,
717,Whistle,channelA_2025-03-14_03-54-53_13_18_0.65.WAV,-1,,
718,Whistle,channelA_2025-03-14_03-54-53_16_21_0.84.WAV,-1,,
719,Whistle,channelA_2025-03-14_03-54-53_235_240_0.64.WAV,-1,,
720,Whistle,channelA_2025-03-14_03-54-53_262_267_0.95.WAV,-1,,
721,Whistle,channelA_2025-03-14_03-54-53_31_36_0.79.WAV,-1,,
722,Whistle,channelA_2025-03-14_03-54-53_4_9_0.73.WAV,-1,,
723,Whistle,channelA_2025-03-14_03-54-53_697_702_0.55.WAV,-1,,
724,Whistle,channelA_2025-03-14_03-54-53_880_885_0.78.WAV,-1,,
725,Whistle,channelA_2025-03-14_04-38-35_547_552_0.64.WAV,-1,,
726,Whistle,channelA_2025-03-14_04-38-35_799_804_0.76.WAV,-1,,
727,Whistle,channelA_2025-03-14_04-38-35_922_927_0.67.WAV,-1,,
728,Whistle,channelA_2025-03-14_04-38-35_925_930_0.54.WAV,-1,,
729,Whistle,channelA_2025-03-14_05-00-26_1246_1251_0.59.WAV,-1,,
730,Whistle,channelA_2025-03-14_05-00-26_667_672_0.57.WAV,-1,,
731,Whistle,channelA_2025-03-14_05-22-17_1012_1017_0.83.WAV,-1,,
732,Whistle,channelA_2025-03-14_05-22-17_490_495_0.71.WAV,-1,,
733,Whistle,channelA_2025-03-14_05-22-17_598_603_0.61.WAV,-1,,
734,Whistle,channelA_2025-03-14_05-44-08_1264_1269_0.66.WAV,-1,,
735,Whistle,channelA_2025-03-14_05-44-08_580_585_0.7.WAV,1,,
736,Whistle,channelA_2025-03-14_05-44-08_751_756_0.55.WAV,-1,,
737,Whistle,channelA_2025-03-14_05-44-08_754_759_0.77.WAV,-1,,
738,Whistle,channelA_2025-03-14_05-44-08_793_798_0.59.WAV,-1,,
739,Whistle,channelA_2025-03-14_05-44-08_859_864_0.85.WAV,-1,,
740,Whistle,channelA_2025-03-14_06-27-50_1198_1203_0.93.WAV,-1,,
741,Whistle,channelA_2025-03-14_06-27-50_316_321_0.6.WAV,-1,,
742,Whistle,channelA_2025-03-14_06-27-50_505_510_0.64.WAV,-1,,
743,Whistle,channelA_2025-03-14_06-27-50_799_804_0.79.WAV,-1,,
744,Whistle,channelA_2025-03-14_06-27-50_994_999_0.67.WAV,-1,,
745,Whistle,channelA_2025-03-14_06-49-41_163_168_0.65.WAV,-1,,
746,Whistle,channelA_2025-03-14_06-49-41_169_174_0.54.WAV,-1,,
747,Whistle,channelA_2025-03-14_06-49-41_841_846_0.92.WAV,-1,,
748,Whistle,channelA_2025-03-14_07-11-32_1015_1020_0.52.WAV,0,Ambiental,roces y clicks fuertes
749,Whistle,channelA_2025-03-14_07-33-23_1159_1164_0.86.WAV,-1,,roces y clicks fuertes
750,Whistle,channelA_2025-03-14_08-17-05_316_321_0.54.WAV,0,Ferry,roces y clicks fuertes
751,Whistle,channelA_2025-03-14_09-22-38_1267_1272_0.83.WAV,-1,,roces y clicks fuertes
752,Whistle,channelA_2025-03-14_09-22-38_1291_1296_0.7.WAV,-1,,roces y clicks fuertes
753,Whistle,channelA_2025-03-14_09-22-38_1297_1302_0.97.WAV,-1,,roces y clicks fuertes
754,Whistle,channelA_2025-03-14_09-22-38_211_216_0.72.WAV,-1,,roces y clicks fuertes
755,Whistle,channelA_2025-03-14_09-22-38_274_279_0.59.WAV,-1,,roces y clicks fuertes
756,Whistle,channelA_2025-03-14_09-22-38_298_303_0.92.WAV,-1,,roces y clicks fuertes
757,Whistle,channelA_2025-03-14_09-22-38_316_321_0.66.WAV,-1,,roces y clicks fuertes
758,Whistle,channelA_2025-03-14_09-22-38_397_402_0.6.WAV,0,Ferry,ferry
759,Whistle,channelA_2025-03-14_09-22-38_517_522_0.89.WAV,-1,,ferry
760,Whistle,channelA_2025-03-14_09-22-38_526_531_0.77.WAV,-1,,ferry
761,Whistle,channelA_2025-03-14_09-22-38_949_954_0.83.WAV,-1,,ferry
762,Whistle,channelA_2025-03-14_09-22-38_952_957_0.55.WAV,-1,,ferry
763,Whistle,channelA_2025-03-14_09-22-38_955_960_0.64.WAV,-1,,ferry
764,Whistle,channelA_2025-03-14_09-22-38_970_975_0.79.WAV,-1,,ferry
765,Whistle,channelA_2025-03-14_09-22-38_973_978_0.62.WAV,-1,,
766,Whistle,channelA_2025-03-14_09-44-29_1132_1137_0.54.WAV,-1,,
767,Whistle,channelA_2025-03-14_09-44-29_1_6_0.59.WAV,-1,,
768,Whistle,channelA_2025-03-14_11-55-34_388_393_0.55.WAV,-1,,
769,Whistle,channelA_2025-03-14_16-39-37_1102_1107_0.72.WAV,-1,,
770,Whistle,channelA_2025-03-14_16-39-37_958_963_0.62.WAV,0,Ferry,con moan
771,Whistle,channelA_2025-03-14_17-45-10_1093_1098_0.69.WAV,-1,,con moan
772,Whistle,channelA_2025-03-14_21-46-03_364_369_0.71.WAV,0,Ambiental,roces y clicks
773,Whistle,channelA_2025-03-14_22-29-45_880_885_0.89.WAV,-1,,roces y clicks
774,Whistle,channelA_2025-03-14_22-51-36_178_183_0.69.WAV,0,Ambiental,roces
775,Whistle,channelA_2025-03-14_22-51-36_187_192_0.59.WAV,0,Ambiental,roces
776,Whistle,channelA_2025-03-14_22-51-36_823_828_0.67.WAV,0,Ambiental,roces
777,Whistle,channelA_2025-03-15_03-35-39_775_780_0.81.WAV,-1,,roces
778,Whistle,channelA_2025-03-15_03-57-30_37_42_0.68.WAV,0,Ferry,roces
779,Whistle,channelA_2025-03-15_05-03-03_1276_1281_0.59.WAV,-1,,roces
780,Whistle,channelA_2025-03-15_06-52-17_796_801_0.51.WAV,0,Ferry,roces
781,Whistle,channelA_2025-03-15_14-09-17_514_519_0.71.WAV,0,Ferry,clicks
782,Whistle,channelA_2025-03-15_16-20-23_889_894_0.62.WAV,0,Ferry,roces
783,Whistle,channelA_2025-03-15_16-42-14_964_969_0.56.WAV,-1,,roces
784,Whistle,channelA_2025-03-15_18-31-29_775_780_0.66.WAV,-1,,roces
785,Whistle,channelA_2025-03-16_11-16-33_676_681_0.52.WAV,-1,,roces
786,Whistle,channelA_2025-03-16_11-16-33_847_852_0.6.WAV,0,Motor boat,tono antropogénico
787,Whistle,channelA_2025-03-16_18-11-41_136_141_0.55.WAV,-1,,tono antropogénico
788,Whistle,channelA_2025-03-17_07-40-07_1282_1287_0.8.WAV,0,Ambiental,roces y clicks fuertes
789,Whistle,channelA_2025-03-17_12-46-01_592_597_0.6.WAV,-1,,roces y clicks fuertes
790,Whistle,channelA_2025-03-17_13-29-43_427_432_0.76.WAV,-1,,roces y clicks fuertes
791,Whistle,channelA_2025-03-17_14-13-25_175_180_0.67.WAV,-1,,roces y clicks fuertes
792,Whistle,channelA_2025-03-17_14-13-25_784_789_0.56.WAV,0,Ambiental,roces y clicks fuertes
793,Whistle,channelA_2025-03-17_21-30-23_1117_1122_0.79.WAV,0,Motor boat,tono antropogénico
794,Whistle,channelA_2025-03-18_01-08-53_145_150_0.63.WAV,0,Ambiental,respiración
795,Whistle,channelA_2025-03-18_02-36-17_1057_1062_0.9.WAV,-1,,respiración
796,Whistle,channelA_2025-03-18_02-36-17_1192_1197_0.51.WAV,-1,,respiración
797,Whistle,channelA_2025-03-18_02-58-08_1135_1140_0.51.WAV,-1,,respiración
798,Whistle,channelA_2025-03-18_02-58-08_163_168_0.71.WAV,-1,,respiración
799,Whistle,channelA_2025-03-18_02-58-08_841_846_0.51.WAV,-1,,respiración
800,Whistle,channelA_2025-03-18_03-19-59_862_867_0.77.WAV,-1,,respiración
801,Whistle,channelA_2025-03-18_03-19-59_958_963_0.61.WAV,-1,,respiración
802,Whistle,channelA_2025-03-18_03-41-50_1048_1053_0.58.WAV,-1,,respiración
803,Whistle,channelA_2025-03-18_03-41-50_1243_1248_0.67.WAV,-1,,respiración
804,Whistle,channelA_2025-03-18_03-41-50_1246_1251_0.61.WAV,-1,,respiración
805,Whistle,channelA_2025-03-18_03-41-50_1276_1281_0.66.WAV,-1,,respiración
806,Whistle,channelA_2025-03-18_03-41-50_1282_1287_0.9.WAV,-1,,respiración
807,Whistle,channelA_2025-03-18_03-41-50_280_285_0.68.WAV,-1,,respiración
808,Whistle,channelA_2025-03-18_03-41-50_328_333_0.93.WAV,-1,,respiración
809,Whistle,channelA_2025-03-18_03-41-50_331_336_0.76.WAV,-1,,respiración
810,Whistle,channelA_2025-03-18_03-41-50_388_393_0.75.WAV,-1,,respiración
811,Whistle,channelA_2025-03-18_03-41-50_652_657_0.82.WAV,-1,,respiración
812,Whistle,channelA_2025-03-18_03-41-50_760_765_0.81.WAV,-1,,respiración
813,Whistle,channelA_2025-03-18_03-41-50_925_930_0.73.WAV,-1,,respiración
814,Whistle,channelA_2025-03-18_03-41-50_934_939_0.75.WAV,-1,,respiración
815,Whistle,channelA_2025-03-18_03-41-50_970_975_0.56.WAV,-1,,respiración
816,Whistle,channelA_2025-03-18_03-41-50_973_978_0.83.WAV,-1,,respiración
817,Whistle,channelA_2025-03-18_03-41-50_976_981_0.72.WAV,-1,,respiración
818,Whistle,channelA_2025-03-18_03-41-50_979_984_0.53.WAV,-1,,respiración
819,Whistle,channelA_2025-03-18_04-03-41_1069_1074_0.56.WAV,-1,,respiración
820,Whistle,channelA_2025-03-18_04-03-41_1096_1101_0.87.WAV,-1,,respiración
821,Whistle,channelA_2025-03-18_04-03-41_1099_1104_0.55.WAV,-1,,respiración
822,Whistle,channelA_2025-03-18_04-03-41_1102_1107_0.64.WAV,-1,,respiración
823,Whistle,channelA_2025-03-18_04-03-41_1228_1233_0.8.WAV,-1,,respiración
824,Whistle,channelA_2025-03-18_04-03-41_1288_1293_0.55.WAV,-1,,respiración
825,Whistle,channelA_2025-03-18_04-03-41_142_147_0.54.WAV,-1,,respiración
826,Whistle,channelA_2025-03-18_04-03-41_172_177_0.69.WAV,-1,,respiración
827,Whistle,channelA_2025-03-18_04-03-41_19_24_0.7.WAV,-1,,respiración
828,Whistle,channelA_2025-03-18_04-03-41_214_219_0.52.WAV,-1,,respiración
829,Whistle,channelA_2025-03-18_04-03-41_343_348_0.8.WAV,-1,,respiración
830,Whistle,channelA_2025-03-18_04-03-41_448_453_0.69.WAV,-1,,respiración
831,Whistle,channelA_2025-03-18_04-03-41_73_78_0.99.WAV,-1,,respiración
832,Whistle,channelA_2025-03-18_04-03-41_76_81_0.54.WAV,-1,,respiración
833,Whistle,channelA_2025-03-18_04-03-41_796_801_0.63.WAV,-1,,respiración
834,Whistle,channelA_2025-03-18_04-03-41_82_87_0.76.WAV,-1,,respiración
835,Whistle,channelA_2025-03-18_04-03-41_85_90_0.63.WAV,-1,,respiración
836,Whistle,channelA_2025-03-18_04-03-41_946_951_0.7.WAV,-1,,respiración
837,Whistle,channelA_2025-03-18_04-03-41_949_954_0.71.WAV,-1,,respiración
838,Whistle,channelA_2025-03-18_04-03-41_958_963_0.53.WAV,-1,,respiración
839,Whistle,channelA_2025-03-18_04-03-41_964_969_0.6.WAV,-1,,respiración
840,Whistle,channelA_2025-03-18_04-25-32_1003_1008_0.54.WAV,-1,,respiración
841,Whistle,channelA_2025-03-18_04-25-32_1063_1068_0.67.WAV,-1,,respiración
842,Whistle,channelA_2025-03-18_04-25-32_1069_1074_0.74.WAV,-1,,respiración
843,Whistle,channelA_2025-03-18_04-25-32_1228_1233_0.74.WAV,-1,,respiración
844,Whistle,channelA_2025-03-18_04-25-32_1231_1236_0.51.WAV,-1,,respiración
845,Whistle,channelA_2025-03-18_04-25-32_1279_1284_0.5.WAV,-1,,respiración
846,Whistle,channelA_2025-03-18_04-25-32_277_282_0.68.WAV,-1,,respiración
847,Whistle,channelA_2025-03-18_04-25-32_505_510_0.62.WAV,-1,,respiración
848,Whistle,channelA_2025-03-18_04-25-32_64_69_0.73.WAV,-1,,respiración
849,Whistle,channelA_2025-03-18_04-25-32_874_879_0.72.WAV,-1,,respiración
850,Whistle,channelA_2025-03-18_04-25-32_901_906_0.88.WAV,-1,,respiración
851,Whistle,channelA_2025-03-18_04-25-32_904_909_0.75.WAV,-1,,respiración
852,Whistle,channelA_2025-03-18_04-25-32_907_912_0.87.WAV,-1,,respiración
853,Whistle,channelA_2025-03-18_04-47-23_1051_1056_0.78.WAV,-1,,respiración
854,Whistle,channelA_2025-03-18_04-47-23_1060_1065_0.82.WAV,-1,,respiración
855,Whistle,channelA_2025-03-18_04-47-23_1069_1074_0.89.WAV,-1,,respiración
856,Whistle,channelA_2025-03-18_04-47-23_1075_1080_0.59.WAV,-1,,respiración
857,Whistle,channelA_2025-03-18_04-47-23_1087_1092_0.57.WAV,-1,,respiración
858,Whistle,channelA_2025-03-18_04-47-23_1096_1101_0.56.WAV,-1,,respiración
859,Whistle,channelA_2025-03-18_04-47-23_1102_1107_0.59.WAV,-1,,respiración
860,Whistle,channelA_2025-03-18_04-47-23_1174_1179_0.55.WAV,-1,,respiración
861,Whistle,channelA_2025-03-18_04-47-23_1258_1263_0.64.WAV,-1,,respiración
862,Whistle,channelA_2025-03-18_04-47-23_1264_1269_0.65.WAV,-1,,respiración
863,Whistle,channelA_2025-03-18_04-47-23_1288_1293_0.89.WAV,-1,,respiración
864,Whistle,channelA_2025-03-18_04-47-23_1291_1296_0.85.WAV,-1,,respiración
865,Whistle,channelA_2025-03-18_04-47-23_1294_1299_0.82.WAV,-1,,respiración
866,Whistle,channelA_2025-03-18_04-47-23_235_240_0.86.WAV,-1,,respiración
867,Whistle,channelA_2025-03-18_04-47-23_262_267_0.58.WAV,-1,,respiración
868,Whistle,channelA_2025-03-18_04-47-23_265_270_0.8.WAV,-1,,respiración
869,Whistle,channelA_2025-03-18_04-47-23_424_429_0.59.WAV,-1,,respiración
870,Whistle,channelA_2025-03-18_04-47-23_427_432_0.81.WAV,-1,,respiración
871,Whistle,channelA_2025-03-18_04-47-23_445_450_0.57.WAV,-1,,respiración
872,Whistle,channelA_2025-03-18_04-47-23_4_9_0.6.WAV,-1,,respiración
873,Whistle,channelA_2025-03-18_04-47-23_523_528_0.55.WAV,-1,,respiración
874,Whistle,channelA_2025-03-18_04-47-23_730_735_0.87.WAV,-1,,respiración
875,Whistle,channelA_2025-03-18_04-47-23_982_987_0.53.WAV,0,Ambiental,respiración
876,Whistle,channelA_2025-03-18_05-09-14_1090_1095_0.6.WAV,-1,,respiración
877,Whistle,channelA_2025-03-18_05-09-14_1099_1104_0.59.WAV,-1,,respiración
878,Whistle,channelA_2025-03-18_05-09-14_1102_1107_0.61.WAV,-1,,respiración
879,Whistle,channelA_2025-03-18_05-09-14_1198_1203_0.66.WAV,-1,,respiración
880,Whistle,channelA_2025-03-18_05-09-14_1201_1206_0.84.WAV,-1,,respiración
881,Whistle,channelA_2025-03-18_05-09-14_1216_1221_0.91.WAV,-1,,respiración
882,Whistle,channelA_2025-03-18_05-09-14_1303_1308_0.73.WAV,-1,,respiración
883,Whistle,channelA_2025-03-18_05-09-14_319_324_0.59.WAV,-1,,respiración
884,Whistle,channelA_2025-03-18_05-09-14_343_348_0.65.WAV,-1,,respiración
885,Whistle,channelA_2025-03-18_05-09-14_376_381_0.82.WAV,-1,,respiración
886,Whistle,channelA_2025-03-18_05-09-14_379_384_0.86.WAV,-1,,respiración
887,Whistle,channelA_2025-03-18_05-09-14_382_387_0.69.WAV,-1,,respiración
888,Whistle,channelA_2025-03-18_05-09-14_385_390_0.59.WAV,-1,,respiración
889,Whistle,channelA_2025-03-18_05-09-14_391_396_0.9.WAV,-1,,respiración
890,Whistle,channelA_2025-03-18_05-09-14_394_399_0.82.WAV,-1,,respiración
891,Whistle,channelA_2025-03-18_05-09-14_400_405_0.58.WAV,-1,,respiración
892,Whistle,channelA_2025-03-18_05-09-14_412_417_0.8.WAV,-1,,respiración
893,Whistle,channelA_2025-03-18_05-09-14_496_501_0.87.WAV,-1,,respiración
894,Whistle,channelA_2025-03-18_05-09-14_499_504_0.6.WAV,-1,,respiración
895,Whistle,channelA_2025-03-18_05-09-14_502_507_0.76.WAV,-1,,respiración
896,Whistle,channelA_2025-03-18_05-09-14_505_510_0.5.WAV,-1,,respiración
897,Whistle,channelA_2025-03-18_05-09-14_508_513_0.83.WAV,-1,,respiración
898,Whistle,channelA_2025-03-18_05-09-14_538_543_0.51.WAV,-1,,respiración
899,Whistle,channelA_2025-03-18_05-09-14_649_654_0.8.WAV,-1,,respiración
900,Whistle,channelA_2025-03-18_05-09-14_64_69_0.73.WAV,-1,,respiración
901,Whistle,channelA_2025-03-18_05-09-14_652_657_0.95.WAV,-1,,respiración
902,Whistle,channelA_2025-03-18_05-09-14_655_660_0.62.WAV,-1,,respiración
903,Whistle,channelA_2025-03-18_05-09-14_661_666_0.69.WAV,-1,,respiración
904,Whistle,channelA_2025-03-18_05-09-14_694_699_0.85.WAV,-1,,respiración
905,Whistle,channelA_2025-03-18_05-09-14_739_744_0.95.WAV,-1,,respiración
906,Whistle,channelA_2025-03-18_05-09-14_742_747_0.66.WAV,-1,,respiración
907,Whistle,channelA_2025-03-18_05-09-14_745_750_0.72.WAV,-1,,respiración
908,Whistle,channelA_2025-03-18_05-09-14_754_759_0.92.WAV,-1,,
909,Whistle,channelA_2025-03-18_05-09-14_760_765_0.78.WAV,-1,,
910,Whistle,channelA_2025-03-18_05-09-14_763_768_0.51.WAV,-1,,
911,Whistle,channelA_2025-03-18_05-09-14_766_771_0.6.WAV,-1,,
912,Whistle,channelA_2025-03-18_05-09-14_772_777_0.63.WAV,-1,,
913,Whistle,channelA_2025-03-18_05-09-14_775_780_0.9.WAV,-1,,
914,Whistle,channelA_2025-03-18_05-09-14_85_90_0.59.WAV,-1,,
915,Whistle,channelA_2025-03-18_05-31-05_1087_1092_0.63.WAV,-1,,
916,Whistle,channelA_2025-03-18_05-31-05_1090_1095_0.5.WAV,-1,,
917,Whistle,channelA_2025-03-18_05-31-05_1123_1128_0.66.WAV,-1,,
918,Whistle,channelA_2025-03-18_05-31-05_1144_1149_0.64.WAV,-1,,
919,Whistle,channelA_2025-03-18_05-31-05_1147_1152_0.69.WAV,-1,,
920,Whistle,channelA_2025-03-18_05-31-05_1159_1164_0.52.WAV,-1,,
921,Whistle,channelA_2025-03-18_05-31-05_1168_1173_0.84.WAV,-1,,
922,Whistle,channelA_2025-03-18_05-31-05_1171_1176_0.95.WAV,-1,,
923,Whistle,channelA_2025-03-18_05-31-05_1234_1239_0.57.WAV,-1,,
924,Whistle,channelA_2025-03-18_05-31-05_1237_1242_0.54.WAV,-1,,
925,Whistle,channelA_2025-03-18_05-31-05_1252_1257_0.53.WAV,-1,,
926,Whistle,channelA_2025-03-18_05-31-05_1255_1260_0.55.WAV,-1,,
927,Whistle,channelA_2025-03-18_05-31-05_1261_1266_0.7.WAV,-1,,
928,Whistle,channelA_2025-03-18_05-31-05_1264_1269_0.89.WAV,-1,,
929,Whistle,channelA_2025-03-18_05-31-05_1270_1275_0.55.WAV,-1,,
930,Whistle,channelA_2025-03-18_05-31-05_142_147_0.52.WAV,-1,,
931,Whistle,channelA_2025-03-18_05-31-05_154_159_0.6.WAV,-1,,
932,Whistle,channelA_2025-03-18_05-31-05_157_162_0.5.WAV,-1,,
933,Whistle,channelA_2025-03-18_05-31-05_160_165_0.59.WAV,-1,,
934,Whistle,channelA_2025-03-18_05-31-05_163_168_0.64.WAV,-1,,
935,Whistle,channelA_2025-03-18_05-31-05_169_174_0.82.WAV,-1,,
936,Whistle,channelA_2025-03-18_05-31-05_172_177_0.52.WAV,-1,,
937,Whistle,channelA_2025-03-18_05-31-05_175_180_0.65.WAV,-1,,
938,Whistle,channelA_2025-03-18_05-31-05_178_183_0.52.WAV,-1,,
939,Whistle,channelA_2025-03-18_05-31-05_184_189_0.98.WAV,-1,,
940,Whistle,channelA_2025-03-18_05-31-05_193_198_0.64.WAV,0,Ambiental,roces y clicks
941,Whistle,channelA_2025-03-18_05-31-05_220_225_0.58.WAV,-1,,roces y clicks
942,Whistle,channelA_2025-03-18_05-31-05_223_228_0.86.WAV,-1,,roces y clicks
943,Whistle,channelA_2025-03-18_05-31-05_229_234_0.78.WAV,-1,,roces y clicks
944,Whistle,channelA_2025-03-18_05-31-05_40_45_0.59.WAV,-1,,roces y clicks
945,Whistle,channelA_2025-03-18_05-31-05_4_9_0.55.WAV,-1,,roces y clicks
946,Whistle,channelA_2025-03-18_05-31-05_823_828_0.76.WAV,-1,,roces y clicks
947,Whistle,channelA_2025-03-18_05-31-05_826_831_0.63.WAV,-1,,roces y clicks
948,Whistle,channelA_2025-03-18_05-31-05_829_834_0.74.WAV,-1,,roces y clicks
949,Whistle,channelA_2025-03-18_05-31-05_919_924_0.76.WAV,-1,,roces y clicks
950,Whistle,channelA_2025-03-18_05-31-05_940_945_0.5.WAV,-1,,roces y clicks
951,Whistle,channelA_2025-03-18_05-31-05_949_954_0.88.WAV,-1,,roces y clicks
952,Whistle,channelA_2025-03-18_05-31-05_94_99_0.55.WAV,-1,,roces y clicks
953,Whistle,channelA_2025-03-18_05-31-05_955_960_0.9.WAV,-1,,roces y clicks
954,Whistle,channelA_2025-03-18_05-31-05_958_963_0.58.WAV,-1,,roces y clicks
955,Whistle,channelA_2025-03-18_05-31-05_97_102_0.66.WAV,-1,,roces y clicks
